id,pedidoId,repartidorId,fecha_asignacion,fecha_entrega,estado,distancia_km
2827,2827,22,2025-03-13 07:56:08.000000,2025-03-13 08:39:08,completado,2.43
2829,2829,29,2025-03-02 02:36:48.000000,2025-03-02 03:30:48,completado,8.39
2833,2833,33,2025-02-23 20:13:41.000000,2025-02-23 20:54:41,completado,3.73
2835,2835,16,2025-03-14 19:53:42.000000,2025-03-14 20:30:42,completado,3.16
2836,2836,28,2025-02-26 13:48:39.000000,2025-02-26 14:42:39,completado,3.3
2837,2837,44,2025-03-02 02:34:28.000000,2025-03-02 03:26:28,completado,4.32
2839,2839,28,2025-03-16 17:26:23.000000,2025-03-16 18:02:23,completado,1.98
2840,2840,31,2025-03-03 19:31:19.000000,2025-03-03 20:06:19,completado,6.04
2843,2843,40,2025-03-20 01:41:08.000000,2025-03-20 02:44:08,completado,5.53
2844,2844,8,2025-02-28 14:58:56.000000,2025-02-28 15:36:56,completado,2.33
2846,2846,4,2025-03-19 16:29:56.000000,2025-03-19 17:14:56,completado,7.08
2847,2847,50,2025-03-01 02:31:47.000000,2025-03-01 02:43:47,completado,5.78
2849,2849,3,2025-03-08 09:20:26.000000,2025-03-08 10:10:26,completado,4.33
2851,2851,33,2025-03-03 18:27:54.000000,2025-03-03 19:26:54,completado,3.94
2852,2852,25,2025-02-23 00:10:49.000000,2025-02-23 00:52:49,completado,6.53
2853,2853,28,2025-03-04 08:56:04.000000,2025-03-04 09:23:04,completado,5.97
2857,2857,12,2025-03-01 07:27:35.000000,2025-03-01 08:00:35,completado,8.72
2860,2860,12,2025-02-22 22:15:51.000000,2025-02-22 22:46:51,completado,8.21
2865,2865,21,2025-03-13 15:07:33.000000,2025-03-13 16:22:33,completado,6.32
2867,2867,8,2025-03-20 09:49:45.000000,2025-03-20 10:47:45,completado,2.16
2870,2870,50,2025-03-02 02:01:08.000000,2025-03-02 02:43:08,completado,4.43
2871,2871,38,2025-03-12 05:56:31.000000,2025-03-12 06:38:31,completado,2.66
2872,2872,28,2025-02-27 01:16:51.000000,2025-02-27 02:33:51,completado,4.54
2873,2873,20,2025-03-16 11:05:30.000000,2025-03-16 11:43:30,completado,2.38
2874,2874,22,2025-02-23 16:43:01.000000,2025-02-23 17:42:01,completado,8.26
2875,2875,45,2025-03-17 09:34:05.000000,2025-03-17 10:12:05,completado,2.08
2876,2876,40,2025-03-15 14:01:09.000000,2025-03-15 14:21:09,completado,6.43
2879,2879,8,2025-02-23 17:45:28.000000,2025-02-23 18:03:28,completado,3.84
2881,2881,42,2025-03-22 02:11:23.000000,2025-03-22 03:18:23,completado,6.7
2882,2882,23,2025-03-03 07:32:58.000000,2025-03-03 08:26:58,completado,8.94
2883,2883,20,2025-03-05 08:57:57.000000,2025-03-05 09:16:57,completado,4.9
2884,2884,48,2025-03-06 20:22:58.000000,2025-03-06 20:35:58,completado,7.39
2886,2886,37,2025-03-02 09:19:13.000000,2025-03-02 10:19:13,completado,3.95
2888,2888,4,2025-03-05 21:14:17.000000,2025-03-05 21:47:17,completado,2.74
2889,2889,26,2025-03-18 22:07:31.000000,2025-03-18 23:21:31,completado,4.5
2892,2892,50,2025-03-09 04:19:48.000000,2025-03-09 05:06:48,completado,6.94
2895,2895,22,2025-02-21 20:41:59.000000,2025-02-21 21:23:59,completado,6.6
2896,2896,18,2025-03-17 05:22:18.000000,2025-03-17 06:13:18,completado,7.83
2900,2900,9,2025-03-20 05:48:20.000000,2025-03-20 06:27:20,completado,3.95
2901,2901,9,2025-03-16 19:04:15.000000,2025-03-16 19:20:15,completado,7.75
2902,2902,17,2025-03-21 05:14:47.000000,2025-03-21 05:58:47,completado,3.17
2903,2903,36,2025-02-27 09:32:06.000000,2025-02-27 10:16:06,completado,2.66
2905,2905,30,2025-03-20 08:54:25.000000,2025-03-20 09:18:25,completado,9.42
2906,2906,16,2025-02-24 16:20:19.000000,2025-02-24 17:07:19,completado,6.34
2908,2908,24,2025-03-15 17:42:51.000000,2025-03-15 18:15:51,completado,9.2
2909,2909,10,2025-03-12 01:35:16.000000,2025-03-12 02:08:16,completado,2.54
2910,2910,40,2025-03-22 02:59:22.000000,2025-03-22 03:51:22,completado,8.09
2912,2912,6,2025-03-04 11:24:43.000000,2025-03-04 11:52:43,completado,8.03
2914,2914,8,2025-03-22 12:17:34.000000,2025-03-22 12:40:34,completado,9.11
2915,2915,32,2025-02-20 20:39:35.000000,2025-02-20 20:59:35,completado,5.05
2916,2916,17,2025-03-12 12:39:44.000000,2025-03-12 13:36:44,completado,3.15
2917,2917,45,2025-03-14 04:44:01.000000,2025-03-14 05:40:01,completado,5.97
2919,2919,30,2025-03-21 09:19:54.000000,2025-03-21 10:14:54,completado,8.67
2922,2922,10,2025-03-14 22:44:29.000000,2025-03-14 23:32:29,completado,1.92
2924,2924,45,2025-03-20 12:08:08.000000,2025-03-20 12:35:08,completado,4.53
2925,2925,1,2025-03-18 07:33:18.000000,2025-03-18 08:32:18,completado,4.76
2929,2929,20,2025-03-06 06:35:10.000000,2025-03-06 07:51:10,completado,3.18
2930,2930,8,2025-03-14 02:25:20.000000,2025-03-14 02:53:20,completado,8.17
2931,2931,6,2025-03-09 09:40:45.000000,2025-03-09 10:16:45,completado,8.55
2932,2932,36,2025-03-02 17:35:20.000000,2025-03-02 18:15:20,completado,7.01
2934,2934,10,2025-03-03 16:31:14.000000,2025-03-03 17:19:14,completado,5.86
2935,2935,45,2025-03-20 19:36:45.000000,2025-03-20 20:47:45,completado,9.41
2943,2943,30,2025-03-01 21:00:45.000000,2025-03-01 22:20:45,completado,2.39
2946,2946,6,2025-03-08 19:42:57.000000,2025-03-08 20:21:57,completado,4.87
2947,2947,30,2025-03-05 16:23:53.000000,2025-03-05 17:06:53,completado,9.45
2949,2949,44,2025-03-12 13:03:17.000000,2025-03-12 13:50:17,completado,3.18
2950,2950,48,2025-02-27 21:28:22.000000,2025-02-27 22:15:22,completado,8.64
2952,2952,10,2025-03-18 19:05:55.000000,2025-03-18 19:42:55,completado,8.97
2953,2953,21,2025-03-10 07:40:30.000000,2025-03-10 08:51:30,completado,7.32
2954,2954,48,2025-02-27 20:31:01.000000,2025-02-27 21:05:01,completado,2.52
2959,2959,42,2025-03-20 23:12:44.000000,2025-03-21 00:13:44,completado,5.35
2961,2961,39,2025-02-28 15:37:57.000000,2025-02-28 16:17:57,completado,8.7
2962,2962,10,2025-03-22 15:11:03.000000,2025-03-22 15:58:03,completado,6.63
2965,2965,18,2025-03-20 17:22:10.000000,2025-03-20 18:27:10,completado,3.64
2966,2966,12,2025-03-02 07:45:55.000000,2025-03-02 08:48:55,completado,8.77
2968,2968,33,2025-03-20 13:25:57.000000,2025-03-20 13:57:57,completado,6.67
2970,2970,44,2025-03-12 22:49:02.000000,2025-03-12 23:46:02,completado,9.48
2971,2971,22,2025-03-12 00:27:18.000000,2025-03-12 00:47:18,completado,9.52
2972,2972,22,2025-03-11 19:59:29.000000,2025-03-11 21:04:29,completado,6.74
2974,2974,28,2025-03-10 01:33:39.000000,2025-03-10 02:55:39,completado,5.91
2976,2976,49,2025-03-17 06:02:21.000000,2025-03-17 07:27:21,completado,3.6
2977,2977,34,2025-03-19 22:35:41.000000,2025-03-19 23:10:41,completado,6.13
2979,2979,24,2025-03-12 03:31:03.000000,2025-03-12 04:39:03,completado,3.5
2980,2980,9,2025-03-18 11:27:05.000000,2025-03-18 12:29:05,completado,9.17
2981,2981,6,2025-03-13 06:01:00.000000,2025-03-13 06:32:00,completado,3.1
2982,2982,36,2025-03-06 10:01:19.000000,2025-03-06 10:34:19,completado,7.86
2983,2983,44,2025-03-04 05:30:20.000000,2025-03-04 06:27:20,completado,6.91
2984,2984,31,2025-03-17 11:07:39.000000,2025-03-17 11:52:39,completado,4.45
2990,2990,16,2025-03-20 01:11:47.000000,2025-03-20 02:07:47,completado,4.44
2991,2991,40,2025-02-21 15:33:03.000000,2025-02-21 16:50:03,completado,2.32
2992,2992,23,2025-03-05 22:31:34.000000,2025-03-05 23:35:34,completado,2.57
2993,2993,44,2025-03-08 08:51:20.000000,2025-03-08 09:56:20,completado,6.13
2994,2994,25,2025-03-07 05:36:37.000000,2025-03-07 07:01:37,completado,2.3
2995,2995,28,2025-03-11 10:44:28.000000,2025-03-11 12:11:28,completado,2.61
2996,2996,1,2025-03-20 09:49:11.000000,2025-03-20 10:49:11,completado,6.23
2997,2997,17,2025-03-03 16:55:02.000000,2025-03-03 17:58:02,completado,6.5
2998,2998,10,2025-03-18 03:27:23.000000,2025-03-18 04:03:23,completado,2.14
2999,2999,23,2025-03-09 16:43:06.000000,2025-03-09 17:19:06,completado,2.86
3000,3000,18,2025-02-22 09:12:49.000000,2025-02-22 10:18:49,completado,4.97
3001,3001,3,2025-03-20 22:28:41.000000,2025-03-20 23:03:41,completado,4.83
3005,3005,30,2025-03-28 06:01:39.000000,2025-03-28 06:39:39,completado,2.02
3006,3006,23,2025-03-23 07:10:08.000000,2025-03-23 08:02:08,completado,9.53
3008,3008,39,2025-03-29 18:52:24.000000,2025-03-29 19:17:24,completado,5.73
3010,3010,48,2025-04-16 07:26:36.000000,2025-04-16 08:31:36,completado,7.4
3011,3011,42,2025-04-02 10:05:49.000000,2025-04-02 10:34:49,completado,5.66
3012,3012,8,2025-03-31 01:11:36.000000,2025-03-31 01:39:36,completado,6.21
3014,3014,23,2025-04-09 03:04:37.000000,2025-04-09 03:29:37,completado,9.66
3018,3018,29,2025-04-17 21:18:09.000000,2025-04-17 22:43:09,completado,7.56
3019,3019,31,2025-04-02 19:17:02.000000,2025-04-02 20:02:02,completado,3.55
3020,3020,42,2025-04-09 16:15:54.000000,2025-04-09 17:05:54,completado,5.26
3022,3022,26,2025-03-27 23:36:13.000000,2025-03-28 00:23:13,completado,3.13
3025,3025,42,2025-03-23 10:56:51.000000,2025-03-23 11:42:51,completado,8.69
3026,3026,9,2025-04-15 11:42:54.000000,2025-04-15 12:21:54,completado,7.79
3027,3027,32,2025-03-27 00:42:38.000000,2025-03-27 01:26:38,completado,4.54
3029,3029,9,2025-04-08 11:49:46.000000,2025-04-08 12:22:46,completado,5.65
3030,3030,22,2025-04-12 12:18:50.000000,2025-04-12 12:47:50,completado,4.17
3033,3033,37,2025-04-07 09:04:59.000000,2025-04-07 10:07:59,completado,1.8
3035,3035,24,2025-04-16 11:36:53.000000,2025-04-16 12:49:53,completado,5.87
3036,3036,32,2025-04-18 09:11:12.000000,2025-04-18 10:18:12,completado,7.77
3039,3039,32,2025-04-08 13:45:28.000000,2025-04-08 14:46:28,completado,3.66
3044,3044,44,2025-04-06 17:54:19.000000,2025-04-06 18:28:19,completado,7.72
3046,3046,3,2025-04-11 05:02:50.000000,2025-04-11 05:32:50,completado,7.28
3047,3047,18,2025-04-03 19:21:49.000000,2025-04-03 20:25:49,completado,6.74
3048,3048,31,2025-04-19 14:17:50.000000,2025-04-19 15:16:50,completado,5.46
3050,3050,16,2025-04-17 10:30:58.000000,2025-04-17 11:49:58,completado,6.24
3051,3051,28,2025-03-20 21:11:06.000000,2025-03-20 21:44:06,completado,9.09
3052,3052,22,2025-04-13 16:05:12.000000,2025-04-13 17:14:12,completado,9.5
3053,3053,17,2025-03-25 05:27:32.000000,2025-03-25 06:14:32,completado,6.54
3054,3054,44,2025-04-09 14:19:22.000000,2025-04-09 15:24:22,completado,2.17
3056,3056,10,2025-03-30 08:08:12.000000,2025-03-30 08:55:12,completado,3.41
3057,3057,16,2025-03-23 09:14:16.000000,2025-03-23 10:31:16,completado,4.3
3058,3058,38,2025-04-16 01:52:29.000000,2025-04-16 02:54:29,completado,3.74
3059,3059,44,2025-04-05 19:08:20.000000,2025-04-05 20:22:20,completado,6.4
3060,3060,48,2025-04-12 22:01:28.000000,2025-04-12 22:50:28,completado,6.16
3061,3061,21,2025-04-11 08:14:44.000000,2025-04-11 08:25:44,completado,4.86
3063,3063,45,2025-03-29 05:40:25.000000,2025-03-29 06:14:25,completado,9.29
3066,3066,3,2025-03-22 10:21:09.000000,2025-03-22 11:30:09,completado,8.21
3068,3068,28,2025-04-09 20:57:35.000000,2025-04-09 21:34:35,completado,2.73
3069,3069,6,2025-03-25 15:16:59.000000,2025-03-25 16:28:59,completado,1.63
3070,3070,3,2025-03-24 08:27:02.000000,2025-03-24 08:40:02,completado,9.64
3071,3071,25,2025-03-28 16:43:32.000000,2025-03-28 17:34:32,completado,5.88
3072,3072,28,2025-04-07 17:20:54.000000,2025-04-07 18:07:54,completado,4.83
3076,3076,6,2025-04-18 04:15:27.000000,2025-04-18 05:11:27,completado,2.5
3077,3077,18,2025-03-28 20:29:34.000000,2025-03-28 21:16:34,completado,7.94
3078,3078,25,2025-04-03 14:10:46.000000,2025-04-03 14:47:46,completado,3.38
3081,3081,40,2025-04-14 20:01:18.000000,2025-04-14 21:10:18,completado,2.83
3082,3082,26,2025-04-13 02:43:22.000000,2025-04-13 03:30:22,completado,4.29
3085,3085,45,2025-04-06 04:27:30.000000,2025-04-06 05:04:30,completado,4.46
3086,3086,22,2025-04-07 08:22:34.000000,2025-04-07 08:54:34,completado,7.99
3087,3087,49,2025-04-17 12:21:47.000000,2025-04-17 12:56:47,completado,8.01
3088,3088,17,2025-03-23 23:47:48.000000,2025-03-24 00:57:48,completado,6.49
3089,3089,4,2025-04-14 22:24:12.000000,2025-04-14 23:03:12,completado,6.25
3090,3090,18,2025-03-28 09:07:10.000000,2025-03-28 09:43:10,completado,8.86
3094,3094,49,2025-04-11 04:22:55.000000,2025-04-11 05:18:55,completado,9.82
3095,3095,37,2025-03-22 15:49:13.000000,2025-03-22 16:34:13,completado,6.78
3096,3096,23,2025-04-10 11:00:42.000000,2025-04-10 12:12:42,completado,2.4
3097,3097,49,2025-03-29 10:11:40.000000,2025-03-29 10:46:40,completado,1.82
3098,3098,12,2025-04-11 05:23:50.000000,2025-04-11 05:59:50,completado,2.53
3100,3100,28,2025-04-14 04:37:03.000000,2025-04-14 05:39:03,completado,6.87
3101,3101,48,2025-04-10 08:57:49.000000,2025-04-10 09:31:49,completado,4.91
3102,3102,36,2025-04-04 16:26:27.000000,2025-04-04 17:41:27,completado,1.87
3103,3103,4,2025-03-28 16:06:52.000000,2025-03-28 16:41:52,completado,7.92
3104,3104,30,2025-04-04 10:56:03.000000,2025-04-04 11:19:03,completado,2.1
3105,3105,21,2025-04-17 13:55:46.000000,2025-04-17 15:10:46,completado,4.55
3106,3106,38,2025-04-09 01:22:09.000000,2025-04-09 01:43:09,completado,5.2
3107,3107,17,2025-04-15 17:49:46.000000,2025-04-15 18:41:46,completado,4.38
3108,3108,48,2025-03-21 22:09:37.000000,2025-03-21 23:13:37,completado,2.6
3109,3109,4,2025-04-01 15:10:57.000000,2025-04-01 15:52:57,completado,4.23
3110,3110,26,2025-03-27 23:22:13.000000,2025-03-28 00:20:13,completado,6.37
3112,3112,6,2025-04-13 17:08:55.000000,2025-04-13 18:04:55,completado,4.93
3113,3113,50,2025-03-29 19:05:20.000000,2025-03-29 20:03:20,completado,7.31
3115,3115,8,2025-04-10 16:44:57.000000,2025-04-10 17:50:57,completado,8.47
3116,3116,39,2025-04-05 15:38:39.000000,2025-04-05 16:54:39,completado,6.3
3117,3117,48,2025-03-22 08:13:44.000000,2025-03-22 09:25:44,completado,3.29
3122,3122,26,2025-03-31 18:54:34.000000,2025-03-31 19:47:34,completado,4.32
3124,3124,22,2025-04-12 00:45:27.000000,2025-04-12 01:04:27,completado,3.41
3126,3126,4,2025-04-15 08:54:16.000000,2025-04-15 09:43:16,completado,4.12
3127,3127,28,2025-04-12 12:52:16.000000,2025-04-12 13:41:16,completado,8.7
3133,3133,30,2025-03-29 01:56:39.000000,2025-03-29 02:16:39,completado,9.34
3134,3134,31,2025-03-25 10:03:49.000000,2025-03-25 10:53:49,completado,6.19
3135,3135,34,2025-03-22 08:47:50.000000,2025-03-22 10:01:50,completado,5.88
3136,3136,31,2025-04-02 13:05:38.000000,2025-04-02 13:45:38,completado,8.5
3137,3137,17,2025-04-19 16:36:34.000000,2025-04-19 17:39:34,completado,9.4
3138,3138,6,2025-04-18 04:56:12.000000,2025-04-18 05:36:12,completado,3.74
3139,3139,50,2025-04-15 23:24:18.000000,2025-04-16 00:22:18,completado,2.62
3141,3141,4,2025-04-07 05:18:50.000000,2025-04-07 06:29:50,completado,4.55
3143,3143,16,2025-03-24 02:33:34.000000,2025-03-24 03:08:34,completado,9.73
3146,3146,38,2025-03-28 10:22:08.000000,2025-03-28 11:08:08,completado,6.28
3147,3147,12,2025-04-14 12:03:11.000000,2025-04-14 12:41:11,completado,5.02
3148,3148,1,2025-04-19 08:45:48.000000,2025-04-19 09:19:48,completado,6.93
3151,3151,18,2025-03-20 19:38:23.000000,2025-03-20 20:21:23,completado,4.74
3152,3152,21,2025-04-05 19:08:33.000000,2025-04-05 19:51:33,completado,2.19
3153,3153,36,2025-04-16 23:44:03.000000,2025-04-17 00:36:03,completado,3.44
3155,3155,9,2025-04-19 15:39:09.000000,2025-04-19 16:09:09,completado,9.35
3156,3156,20,2025-04-03 06:09:50.000000,2025-04-03 06:47:50,completado,10.0
3158,3158,18,2025-04-11 04:14:15.000000,2025-04-11 05:01:15,completado,2.27
3159,3159,32,2025-04-10 20:18:10.000000,2025-04-10 20:45:10,completado,3.02
3160,3160,50,2025-04-16 06:33:17.000000,2025-04-16 06:59:17,completado,4.0
3164,3164,10,2025-04-01 03:20:40.000000,2025-04-01 03:48:40,completado,8.46
3165,3165,44,2025-04-12 05:13:29.000000,2025-04-12 05:48:29,completado,7.28
3167,3167,12,2025-04-01 06:40:49.000000,2025-04-01 07:27:49,completado,9.98
3168,3168,29,2025-03-23 16:03:00.000000,2025-03-23 16:39:00,completado,9.93
3169,3169,6,2025-04-10 12:28:37.000000,2025-04-10 12:57:37,completado,9.22
3170,3170,36,2025-04-02 20:36:57.000000,2025-04-02 21:47:57,completado,8.76
3172,3172,49,2025-03-24 08:54:43.000000,2025-03-24 09:30:43,completado,3.06
3173,3173,50,2025-04-02 09:00:05.000000,2025-04-02 09:55:05,completado,9.76
3176,3176,38,2025-03-21 06:47:24.000000,2025-03-21 07:36:24,completado,5.62
3177,3177,48,2025-04-15 10:48:42.000000,2025-04-15 11:46:42,completado,4.7
3179,3179,21,2025-04-14 08:10:17.000000,2025-04-14 09:04:17,completado,6.37
3180,3180,33,2025-03-31 05:44:25.000000,2025-03-31 06:57:25,completado,6.7
3181,3181,23,2025-04-15 15:30:39.000000,2025-04-15 16:26:39,completado,2.4
3183,3183,25,2025-03-25 11:12:09.000000,2025-03-25 11:39:09,completado,3.27
3184,3184,32,2025-03-31 17:39:04.000000,2025-03-31 18:38:04,completado,7.6
3185,3185,50,2025-03-30 11:59:37.000000,2025-03-30 12:47:37,completado,2.31
3186,3186,24,2025-04-19 00:47:35.000000,2025-04-19 01:58:35,completado,4.33
3190,3190,23,2025-03-24 04:53:10.000000,2025-03-24 05:27:10,completado,4.97
3191,3191,26,2025-04-06 18:43:23.000000,2025-04-06 19:18:23,completado,5.98
3193,3193,20,2025-04-01 14:15:36.000000,2025-04-01 15:21:36,completado,3.99
3198,3198,21,2025-03-20 23:50:30.000000,2025-03-21 00:32:30,completado,8.75
3201,3201,50,2025-04-12 02:41:54.000000,2025-04-12 03:01:54,completado,5.49
3202,3202,23,2025-03-26 19:14:17.000000,2025-03-26 20:11:17,completado,6.11
3204,3204,33,2025-04-06 10:28:00.000000,2025-04-06 11:15:00,completado,1.77
3205,3205,26,2025-04-19 05:10:26.000000,2025-04-19 05:42:26,completado,5.52
3206,3206,30,2025-04-04 23:19:30.000000,2025-04-05 00:12:30,completado,4.46
3208,3208,6,2025-03-31 11:14:57.000000,2025-03-31 12:11:57,completado,4.8
3209,3209,24,2025-04-07 07:30:58.000000,2025-04-07 08:05:58,completado,5.46
3210,3210,25,2025-03-23 10:50:49.000000,2025-03-23 11:45:49,completado,5.75
3212,3212,49,2025-04-17 15:11:38.000000,2025-04-17 15:40:38,completado,9.02
3216,3216,49,2025-04-05 03:51:46.000000,2025-04-05 04:54:46,completado,3.93
3217,3217,30,2025-03-27 06:34:20.000000,2025-03-27 07:20:20,completado,3.68
3220,3220,45,2025-03-30 13:10:16.000000,2025-03-30 13:47:16,completado,3.64
3222,3222,29,2025-04-09 07:18:09.000000,2025-04-09 08:11:09,completado,3.79
3224,3224,32,2025-03-27 06:25:40.000000,2025-03-27 07:24:40,completado,6.32
3225,3225,21,2025-04-19 02:14:12.000000,2025-04-19 02:57:12,completado,2.22
3227,3227,6,2025-04-09 04:51:34.000000,2025-04-09 06:13:34,completado,2.97
3228,3228,36,2025-03-31 14:21:59.000000,2025-03-31 15:11:59,completado,3.33
3229,3229,42,2025-03-25 05:00:01.000000,2025-03-25 06:06:01,completado,6.46
3230,3230,33,2025-04-14 00:37:34.000000,2025-04-14 01:20:34,completado,4.57
3234,3234,9,2025-04-02 02:32:06.000000,2025-04-02 03:14:06,completado,5.93
3235,3235,49,2025-04-17 13:11:08.000000,2025-04-17 13:55:08,completado,9.49
3236,3236,20,2025-03-31 09:16:40.000000,2025-03-31 09:45:40,completado,6.9
3237,3237,49,2025-03-23 18:22:42.000000,2025-03-23 19:26:42,completado,6.42
3238,3238,42,2025-04-08 08:44:27.000000,2025-04-08 09:41:27,completado,9.39
3241,3241,45,2025-03-29 04:07:44.000000,2025-03-29 05:07:44,completado,6.54
3244,3244,34,2025-04-08 09:03:13.000000,2025-04-08 09:29:13,completado,7.52
3247,3247,28,2025-04-15 19:41:26.000000,2025-04-15 20:46:26,completado,2.06
3248,3248,12,2025-04-04 15:42:38.000000,2025-04-04 16:27:38,completado,5.5
3251,3251,18,2025-03-23 18:23:30.000000,2025-03-23 18:58:30,completado,7.95
3252,3252,24,2025-03-24 10:36:55.000000,2025-03-24 11:05:55,completado,4.57
3255,3255,38,2025-04-13 13:22:53.000000,2025-04-13 14:24:53,completado,3.97
3256,3256,44,2025-03-23 23:42:45.000000,2025-03-24 01:06:45,completado,8.74
3257,3257,8,2025-04-11 15:42:17.000000,2025-04-11 16:46:17,completado,1.8
3258,3258,20,2025-04-19 10:53:29.000000,2025-04-19 11:53:29,completado,6.55
3259,3259,45,2025-03-31 15:57:36.000000,2025-03-31 17:10:36,completado,5.6
3260,3260,23,2025-04-12 18:12:51.000000,2025-04-12 18:31:51,completado,8.37
3261,3261,30,2025-03-27 12:19:03.000000,2025-03-27 12:37:03,completado,9.96
3262,3262,10,2025-03-25 17:36:45.000000,2025-03-25 18:23:45,completado,8.39
3263,3263,24,2025-03-29 11:37:46.000000,2025-03-29 12:15:46,completado,2.83
3265,3265,23,2025-04-15 10:20:51.000000,2025-04-15 11:14:51,completado,5.23
3266,3266,21,2025-03-30 09:51:01.000000,2025-03-30 11:08:01,completado,8.65
3268,3268,18,2025-04-16 00:52:55.000000,2025-04-16 01:22:55,completado,5.28
3269,3269,37,2025-04-07 01:30:20.000000,2025-04-07 02:17:20,completado,6.36
3270,3270,23,2025-04-02 09:02:09.000000,2025-04-02 09:22:09,completado,2.79
3272,3272,29,2025-04-12 01:14:05.000000,2025-04-12 01:47:05,completado,9.53
3273,3273,38,2025-04-18 11:39:58.000000,2025-04-18 11:54:58,completado,9.56
3274,3274,33,2025-03-26 18:05:42.000000,2025-03-26 19:07:42,completado,2.38
3275,3275,40,2025-03-30 02:27:05.000000,2025-03-30 03:01:05,completado,9.15
3276,3276,45,2025-04-02 10:15:17.000000,2025-04-02 11:09:17,completado,6.56
3277,3277,39,2025-03-26 07:58:23.000000,2025-03-26 08:40:23,completado,2.96
3280,3280,37,2025-03-31 12:32:38.000000,2025-03-31 13:22:38,completado,8.97
3281,3281,33,2025-04-07 22:17:38.000000,2025-04-07 22:49:38,completado,2.24
3282,3282,12,2025-04-03 22:03:03.000000,2025-04-03 22:46:03,completado,9.75
3285,3285,9,2025-04-18 02:17:07.000000,2025-04-18 03:05:07,completado,8.67
3286,3286,6,2025-03-26 14:54:10.000000,2025-03-26 15:32:10,completado,4.08
3287,3287,20,2025-04-14 08:16:20.000000,2025-04-14 09:16:20,completado,9.49
3292,3292,49,2025-03-29 23:37:01.000000,2025-03-30 00:26:01,completado,6.71
3293,3293,50,2025-04-16 06:19:15.000000,2025-04-16 06:39:15,completado,8.74
3299,3299,22,2025-03-26 02:42:05.000000,2025-03-26 02:57:05,completado,8.5
3302,3302,48,2025-04-16 18:58:34.000000,2025-04-16 19:33:34,completado,3.65
3303,3303,39,2025-03-27 08:50:12.000000,2025-03-27 09:59:12,completado,9.79
3304,3304,28,2025-03-30 15:39:31.000000,2025-03-30 16:08:31,completado,6.96
3306,3306,4,2025-03-30 17:24:21.000000,2025-03-30 18:13:21,completado,9.66
3308,3308,8,2025-04-13 13:21:24.000000,2025-04-13 13:37:24,completado,8.38
3310,3310,22,2025-04-09 16:37:33.000000,2025-04-09 17:23:33,completado,9.27
3311,3311,36,2025-03-25 09:18:38.000000,2025-03-25 10:09:38,completado,7.0
3314,3314,17,2025-04-09 17:17:59.000000,2025-04-09 18:29:59,completado,9.04
3316,3316,39,2025-03-21 02:39:53.000000,2025-03-21 02:58:53,completado,4.57
3318,3318,33,2025-03-29 18:17:41.000000,2025-03-29 18:59:41,completado,6.22
3321,3321,3,2025-03-28 05:56:15.000000,2025-03-28 06:41:15,completado,7.42
3324,3324,28,2025-03-31 17:38:43.000000,2025-03-31 18:39:43,completado,9.92
3326,3326,8,2025-03-26 10:20:50.000000,2025-03-26 11:12:50,completado,4.77
3327,3327,23,2025-03-21 23:06:38.000000,2025-03-21 23:54:38,completado,6.41
3329,3329,1,2025-04-19 09:57:13.000000,2025-04-19 10:42:13,completado,3.59
3330,3330,40,2025-03-23 14:44:40.000000,2025-03-23 15:27:40,completado,8.12
3331,3331,42,2025-04-09 21:01:50.000000,2025-04-09 21:48:50,completado,6.21
3333,3333,29,2025-03-31 22:08:04.000000,2025-03-31 22:49:04,completado,8.06
3334,3334,6,2025-04-08 04:00:57.000000,2025-04-08 04:15:57,completado,1.75
3335,3335,29,2025-03-27 21:47:40.000000,2025-03-27 22:20:40,completado,3.29
3336,3336,29,2025-04-17 22:00:42.000000,2025-04-17 22:32:42,completado,1.82
3337,3337,24,2025-04-14 04:08:30.000000,2025-04-14 05:22:30,completado,4.84
3338,3338,21,2025-03-29 01:02:45.000000,2025-03-29 01:35:45,completado,2.84
3339,3339,3,2025-04-11 13:43:08.000000,2025-04-11 14:01:08,completado,3.31
3341,3341,48,2025-03-23 21:01:25.000000,2025-03-23 22:06:25,completado,9.6
3345,3345,9,2025-04-04 01:29:06.000000,2025-04-04 01:50:06,completado,5.46
3348,3348,3,2025-04-16 10:37:08.000000,2025-04-16 11:21:08,completado,9.07
3349,3349,40,2025-04-18 22:47:41.000000,2025-04-18 23:16:41,completado,5.12
3350,3350,10,2025-03-28 13:00:27.000000,2025-03-28 13:31:27,completado,3.72
3354,3354,8,2025-04-13 23:53:53.000000,2025-04-14 00:26:53,completado,1.66
3355,3355,38,2025-04-08 17:38:48.000000,2025-04-08 17:59:48,completado,5.79
3356,3356,16,2025-03-27 16:15:15.000000,2025-03-27 17:05:15,completado,5.53
3357,3357,48,2025-04-03 15:16:59.000000,2025-04-03 16:11:59,completado,8.34
3359,3359,22,2025-04-18 18:17:21.000000,2025-04-18 18:47:21,completado,5.74
3360,3360,39,2025-04-16 17:13:24.000000,2025-04-16 18:23:24,completado,7.4
3362,3362,44,2025-04-03 19:40:18.000000,2025-04-03 20:49:18,completado,2.82
3363,3363,1,2025-04-08 08:30:38.000000,2025-04-08 09:35:38,completado,8.87
3364,3364,17,2025-04-12 10:42:07.000000,2025-04-12 11:29:07,completado,2.92
3366,3366,24,2025-03-29 04:06:50.000000,2025-03-29 05:13:50,completado,6.38
